Nhood,business_id_count,n_biz_in_2km_avg,is_open_avg,stars_avg,review_count_avg,wday_hrs_avg,wend_hrs_avg,RestaurantsPriceRange2_avg,open_till_late_ratio,Restaurants_ratio,Food_ratio,Coffee & Tea_ratio,Shopping_ratio,Nightlife_ratio,Home Services_ratio,Local Services_ratio,Beauty & Spas_ratio,Health & Medical_ratio,Automotive_ratio,Arts & Entertainment_ratio,Hotels & Travel_ratio,Alcohol_ratio,DressFormal_ratio,RestaurantsTakeOut_ratio
"Central Northside, Pittsburgh, PA",31,636.8709677419355,0.8709677419354839,4.161290322580645,26.35483870967742,36.95161290322581,11.53225806451613,1.5,0.2903225806451613,0.41935483870967744,0.25806451612903225,0.12903225806451613,0.06451612903225806,0.0967741935483871,0.0,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.0,0.06451612903225806,0.03225806451612903,0.0967741935483871,0.0,0.3870967741935484
"Brentwood-Cavalier, Tempe, AZ",27,630.3703703703703,0.8888888888888888,3.7777777777777777,19.85185185185185,36.46296296296296,9.555555555555555,1.4615384615384615,0.18518518518518517,0.07407407407407407,0.14814814814814814,0.0,0.2962962962962963,0.0,0.07407407407407407,0.1111111111111111,0.18518518518518517,0.25925925925925924,0.07407407407407407,0.037037037037037035,0.0,0.0,0.0,0.07407407407407407
"The Lakes, Las Vegas, NV",469,627.0362473347548,0.8507462686567164,3.9488272921108742,51.211087420042645,44.07977967306326,13.06496090973703,1.9277978339350181,0.326226012793177,0.18976545842217485,0.08955223880597014,0.006396588486140725,0.17057569296375266,0.0255863539445629,0.10660980810234541,0.07036247334754797,0.2345415778251599,0.1791044776119403,0.021321961620469083,0.021321961620469083,0.010660980810234541,0.10660980810234541,0.0042643923240938165,0.21108742004264391
"Bay Creek, Madison, WI",42,624.7619047619048,0.7857142857142857,3.8095238095238093,32.26190476190476,49.64087301587303,15.68968253968254,1.793103448275862,0.5,0.3333333333333333,0.21428571428571427,0.07142857142857142,0.11904761904761904,0.0,0.07142857142857142,0.023809523809523808,0.11904761904761904,0.09523809523809523,0.14285714285714285,0.0,0.047619047619047616,0.14285714285714285,0.0,0.35714285714285715
"South Campus, Madison, WI",54,606.5555555555555,0.8888888888888888,3.564814814814815,18.962962962962962,41.148148148148145,12.24074074074074,1.6666666666666667,0.3333333333333333,0.5370370370370371,0.24074074074074073,0.05555555555555555,0.05555555555555555,0.18518518518518517,0.12962962962962962,0.018518518518518517,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.1111111111111111,0.018518518518518517,0.24074074074074073,0.037037037037037035,0.48148148148148145
"Kleinman Park, Mesa, AZ",35,604.3714285714286,0.9428571428571428,3.2857142857142856,8.82857142857143,45.785714285714285,9.928571428571429,1.75,0.05714285714285714,0.0,0.0,0.0,0.08571428571428572,0.0,0.3142857142857143,0.05714285714285714,0.0,0.0,0.6,0.0,0.08571428571428572,,,
"Elizabeth, Charlotte, NC",176,601.1704545454545,0.8011363636363636,3.8806818181818183,42.15340909090909,36.42755681818182,9.181818181818182,1.790909090909091,0.3409090909090909,0.2556818181818182,0.125,0.028409090909090908,0.13636363636363635,0.10227272727272728,0.08522727272727272,0.056818181818181816,0.14772727272727273,0.21022727272727273,0.011363636363636364,0.05113636363636364,0.005681818181818182,0.2159090909090909,0.022727272727272728,0.26704545454545453
"Powell Estates, Mesa, AZ",38,597.6052631578947,0.8421052631578947,3.6447368421052633,25.07894736842105,39.526315789473685,11.513157894736842,1.5,0.2631578947368421,0.2894736842105263,0.07894736842105263,0.0,0.3684210526315789,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.07894736842105263,0.23684210526315788,0.0,0.02631578947368421,0.07894736842105263,0.0,0.3157894736842105
"Camelback East, Phoenix, AZ",2882,590.0079805690493,0.8292852185981957,3.834316446911867,44.25086745315753,41.97414989590562,11.664035392088827,1.8227513227513228,0.27966689798750866,0.21547536433032616,0.10721721027064539,0.02255378209576683,0.16377515614156835,0.058639833448993754,0.1321998612074948,0.07737682165163082,0.11762664816099931,0.13081193615544762,0.06176266481609993,0.018043025676613464,0.023941707147814018,0.11866759195003469,0.008327550312283136,0.21755725190839695
"Meyer Park, Tempe, AZ",82,589.8658536585366,0.8048780487804879,3.682926829268293,47.28048780487805,39.06707317073171,10.603658536585366,1.62,0.2926829268292683,0.2682926829268293,0.13414634146341464,0.0,0.17073170731707318,0.07317073170731707,0.12195121951219512,0.08536585365853659,0.12195121951219512,0.036585365853658534,0.024390243902439025,0.012195121951219513,0.0,0.13414634146341464,0.0,0.2682926829268293
"Fiesta Park Village, Mesa, AZ",37,581.8648648648649,0.7567567567567568,3.445945945945946,40.0,46.5945945945946,15.297297297297296,1.5,0.4594594594594595,0.3783783783783784,0.21621621621621623,0.0,0.2702702702702703,0.10810810810810811,0.10810810810810811,0.13513513513513514,0.08108108108108109,0.05405405405405406,0.0,0.02702702702702703,0.0,0.1891891891891892,0.0,0.35135135135135137
"East Liberty, Pittsburgh, PA",103,580.3980582524272,0.8155339805825242,3.737864077669903,36.90291262135922,40.74757281553398,10.907766990291263,2.014925373134328,0.47572815533980584,0.3106796116504854,0.0970873786407767,0.019417475728155338,0.17475728155339806,0.07766990291262135,0.05825242718446602,0.06796116504854369,0.14563106796116504,0.07766990291262135,0.06796116504854369,0.038834951456310676,0.02912621359223301,0.1553398058252427,0.02912621359223301,0.24271844660194175
"Tempe Gardens, Tempe, AZ",68,579.8088235294117,0.8676470588235294,4.25,23.191176470588236,44.06617647058823,11.507352941176471,1.588235294117647,0.20588235294117646,0.10294117647058823,0.10294117647058823,0.014705882352941176,0.07352941176470588,0.0,0.25,0.20588235294117646,0.11764705882352941,0.04411764705882353,0.08823529411764706,0.029411764705882353,0.0,0.014705882352941176,0.0,0.10294117647058823
"Ohio City - West Side, Cleveland, OH",242,578.3347107438017,0.8512396694214877,3.9607438016528924,50.52066115702479,32.37603305785124,11.690082644628099,1.608695652173913,0.256198347107438,0.3925619834710744,0.32644628099173556,0.0371900826446281,0.11570247933884298,0.17355371900826447,0.01652892561983471,0.024793388429752067,0.049586776859504134,0.024793388429752067,0.024793388429752067,0.08677685950413223,0.045454545454545456,0.24380165289256198,0.01652892561983471,0.4380165289256198
"NTNA - West Rio, Tempe, AZ",30,574.8,0.6666666666666666,3.566666666666667,35.333333333333336,41.56666666666667,12.766666666666667,1.85,0.16666666666666666,0.26666666666666666,0.03333333333333333,0.0,0.13333333333333333,0.1,0.1,0.0,0.1,0.03333333333333333,0.13333333333333333,0.0,0.1,0.2,0.0,0.23333333333333334
"Kiwanis Park, Tempe, AZ",73,570.3561643835617,0.7534246575342466,3.76027397260274,49.19178082191781,40.51027397260274,12.996575342465754,1.6538461538461537,0.3698630136986301,0.273972602739726,0.1232876712328767,0.0273972602739726,0.2054794520547945,0.0684931506849315,0.1095890410958904,0.0136986301369863,0.2465753424657534,0.0684931506849315,0.0136986301369863,0.0410958904109589,0.0,0.1232876712328767,0.0,0.3150684931506849
"Gibson Springs, Henderson, NV",356,554.9129213483146,0.8651685393258427,3.806179775280899,36.20505617977528,46.594803370786515,12.573033707865168,1.7346938775510203,0.24719101123595505,0.14887640449438203,0.07303370786516854,0.014044943820224719,0.19101123595505617,0.014044943820224719,0.16573033707865167,0.10393258426966293,0.09550561797752809,0.11235955056179775,0.15730337078651685,0.025280898876404494,0.014044943820224719,0.03932584269662921,0.0,0.1544943820224719
"East Las Vegas, Las Vegas, NV",215,548.8465116279069,0.9441860465116279,3.667441860465116,14.07906976744186,32.00232558139535,10.02093023255814,1.5192307692307692,0.19069767441860466,0.14418604651162792,0.09302325581395349,0.009302325581395349,0.06976744186046512,0.023255813953488372,0.24186046511627907,0.14418604651162792,0.046511627906976744,0.08837209302325581,0.05581395348837209,0.027906976744186046,0.06046511627906977,0.04186046511627907,0.0,0.14883720930232558
