ct_name,ct_id,TotalPop,Female,Male,AgeU5,Age517,Age1824,Age2534,Age3544,Age4554,Age5559,Age6061,Age6264,Age6574,Age75P,BornInState,BornInOtherState,NativeBornOutOfUS,ForeignBornNaturalized,ForeignBornNonCitizen,White,Black,Asian,OtherRace,Hispanic,TwoOrMore,MedHouseIncome,MedHousingCost,MedHouseValue,MedRentAsIncomePct,GINI,SexRatio,Age6064,AgeOld,Veteran,HI_PrivateInsured,HI_PublicInsured,HI_Insured,NoSchool,LessThanHS,HSGrad,SomeColl,Bach,Master,Prof,Doc,AtLeastBachelor,PopPerHousing,VacentUnits,OwnerOccupied,RenterOccupied,BelowHalfPoverty,BelowPoverty,BelowTwoPoverty,AboveTwoPoverty,PubAssist,UnempRate,ChildInNeed,ChildInNeed_SingleParent,ChildInNeed_SingleMom,ChildInNeed_Nonfamily,EthHet,HH_MarriedCouple,HH_SingleHead,HH_MaleHead,HH_FemaleHead,HH_Nonfamily,HH_LiveAlone,HH_NotAlone,GrandHead,land_area,PopDen
"Census Tract 1048, Cuyahoga County, Ohio",39035104800,1916,0.5323590814196242,0.46764091858037576,0.081419624217119,0.18423799582463465,0.1299582463465553,0.16805845511482254,0.10908141962421712,0.14509394572025053,0.08663883089770355,0.013569937369519834,0.014613778705636743,0.03966597077244259,0.027661795407098122,0.6367432150313153,0.17484342379958245,0.11847599164926931,0.013048016701461378,0.05688935281837161,0.40970772442588727,0.18423799582463465,0.009916492693110648,0,0.36482254697286015,0.031315240083507306,29457,701,54800,0.39799999999999996,0.4099,1.1383928571428572,1.4709663922315541e-5,0.09551148225469729,0.054636951833213515,0.4268096514745308,0.4294906166219839,0.7967828418230563,0.05872193436960276,0.2659758203799655,0.3324697754749568,0.2607944732297064,0.0846286701208981,0.046632124352331605,0,0.009499136442141624,0.1407599309153713,6.344370860927152,0.5994694960212201,0.4005305039787798,0.5994694960212201,0.14453961456102785,0.40471092077087795,0.6215203426124197,0.3784796573875803,0.06896551724137931,0.11088295687885011,0.5854616895874263,0.5540275049115914,0.3850687622789784,0,0.6640214695716982,0.19496021220159152,0.36074270557029176,0.09681697612732096,0.2639257294429708,0.4442970822281167,0.37002652519893897,0.07427055702917772,0.02462526766595289,3254983,588.6359467929633
"Census Tract 1061, Cuyahoga County, Ohio",39035106100,3719,0.5227211616025813,0.47727883839741864,0.05996235547190105,0.11804248453885453,0.12100026888948642,0.15111589136864748,0.1266469481043291,0.18418929819844043,0.07582683517074483,0.01452003226673837,0.02796450658779242,0.03468674374831944,0.0860446356547459,0.7835439634310298,0.12180693734874966,0.033073406829792956,0.03414896477547728,0.027426727614950255,0.6531325625168056,0.08012906695348213,0.00860446356547459,0,0.23205162678139285,0.02608228018284485,48568,869,87700,0.267,0.363,1.0952112676056338,1.1423645833431241e-5,0.16321591825759613,0.062171052631578946,0.6785521339816315,0.32766072393300916,0.8725013506212858,0.019946298427311087,0.12888377445339472,0.34982738780207134,0.3099347909474492,0.1549673954737246,0.04449558879938627,0.008438818565400843,0.0034522439585730723,0.2113540467970848,3.521780303030303,0.30297029702970296,0.697029702970297,0.30297029702970296,0.061675195259897654,0.1427417182870994,0.37193643953676275,0.6280635604632373,0.021122112211221122,0.05642023346303502,0.2764350453172205,0.24018126888217523,0.229607250755287,0.00906344410876133,0.5123949087847185,0.4283828382838284,0.17953795379537954,0.02046204620462046,0.15907590759075907,0.3920792079207921,0.266006600660066,0.12607260726072608,0.014636246233318984,1615662,2301.8428359396953
"Census Tract 1065, Cuyahoga County, Ohio",39035106500,2530,0.4901185770750988,0.5098814229249012,0.0541501976284585,0.1482213438735178,0.07193675889328063,0.11185770750988143,0.17114624505928855,0.1715415019762846,0.05928853754940711,0.030434782608695653,0.032015810276679844,0.0699604743083004,0.07944664031620553,0.6648221343873518,0.24940711462450593,0.03636363636363636,0.037549407114624504,0.011857707509881422,0.7822134387351779,0.0308300395256917,0,0.007905138339920948,0.16284584980237155,0.016205533596837945,46642,849,77600,0.248,0.3384,0.9612403100775193,2.468402880844881e-5,0.21185770750988142,0.07978196233894945,0.7039525691699605,0.23201581027667983,0.8561264822134388,0.008714596949891068,0.10348583877995643,0.35893246187363836,0.3730936819172113,0.15250544662309368,0.006535947712418301,0.0054466230936819175,0,0.1644880174291939,3.108108108108108,0.2660054102795311,0.7339945897204689,0.2660054102795311,0.009900990099009901,0.1001980198019802,0.2724752475247525,0.7275247524752475,0.04238052299368801,0.07526881720430108,0.1015625,0.0390625,0,0,0.36034776359574416,0.3841298467087466,0.19477006311992787,0.08566275924256087,0.109107303877367,0.4211000901713255,0.3606853020739405,0.060414788097385035,0.0172311348781937,1295734,1952.561250997504
"Census Tract 1071.01, Cuyahoga County, Ohio",39035107101,4659,0.2247263361236317,0.7752736638763683,0.0025756600128783,0.007941618373041425,0.2732345996995063,0.364670530156686,0.15089074908778707,0.11010946555054733,0.043142305215711524,0.026185876797596052,0.010517278385919725,0.010731916720326251,0,0.7136724619016956,0.2378192745224297,0.0103026400515132,0.017385705086928525,0.020819918437432926,0.5213565142734492,0.3874221936037776,0.013522215067611075,0.0034342133505044,0.056020605280103025,0.018244258424554627,64398,1178,246900,0.20800000000000002,0.5105,0.2898671096345515,7.87790409605404e-6,0.047435071903842024,0.03383947939262473,0.8251607717041801,0.09445337620578778,0.9103697749196141,0,0.18369793227449804,0.1863949655379083,0.23673958645489962,0.2211567275996404,0.06382978723404255,0.06952352412346419,0.0386574767755469,0.39316751573269404,47.54081632653061,0.9359058207979072,0.06409417920209287,0.9359058207979072,0.1454983922829582,0.2182475884244373,0.30104501607717044,0.6989549839228296,0,0.06198942815953868,0,0,0,0,0.5744256236247933,0.10595160235448005,0.012426422498364944,0.005886200130804447,0.006540222367560497,0.881621975147155,0.657946370176586,0.223675604970569,0,4345579,1072.1241059016531
"Census Tract 1077.01, Cuyahoga County, Ohio",39035107701,2311,0.42016443098225875,0.5798355690177412,0.035482475118996104,0.011683254002596278,0.24664647338814366,0.38035482475119,0.12332323669407183,0.08135006490696668,0.06360882734746863,0.027260926006057985,0.023799221116399826,0.006490696668109044,0,0.5612289052358287,0.2803980960623107,0.004759844223279966,0.007788836001730853,0.14582431847684985,0.5949805279099957,0.2444829078321073,0.07312851579402856,0.02293379489398529,0.016875811337083515,0.04759844223279965,45033,1074,213900,0.278,0.5941,0.7246268656716418,2.2094395120059632e-5,0.05755084379056685,0.027702089009990917,0.6157507572479446,0.22111639982691475,0.8173950670705322,0,0.10110294117647059,0.11580882352941177,0.18443627450980393,0.24632352941176472,0.16605392156862744,0.13174019607843138,0.0545343137254902,0.5986519607843137,42.018181818181816,0.9617790132036136,0.03822098679638638,0.9617790132036136,0.20644599303135888,0.3105400696864111,0.5017421602787456,0.49825783972125437,0.04447533009034051,0.06785934608266501,0.5957446808510638,0.5957446808510638,0.5957446808510638,0,0.5778021357041494,0.12369701181375956,0.05003474635163308,0.004864489228630994,0.045170257123002086,0.8262682418346073,0.6469770674079222,0.17929117442668518,0,1994832,1158.493547326291
"Census Tract 1078.02, Cuyahoga County, Ohio",39035107802,4344,0.4744475138121547,0.5255524861878453,0.02785451197053407,0.023480662983425413,0.339548802946593,0.20303867403314918,0.0916206261510129,0.12546040515653775,0.05156537753222836,0.019337016574585635,0.02371086556169429,0.07067219152854512,0.02371086556169429,0.4541896869244936,0.19705340699815838,0.008057090239410682,0.021639042357274402,0.319060773480663,0.40331491712707185,0.3386279926335175,0.14709944751381215,0.008747697974217311,0.04396869244935543,0.05824125230202578,11440,769,NA,0.321,0.696,0.9027595269382391,9.909733456786355e-6,0.13743093922651933,0.037244401168451804,0.5534518586931425,0.3126298776264142,0.8321403832833064,0.030234315948601664,0.26455026455026454,0.1931216931216931,0.20710506424792138,0.16855631141345426,0.07936507936507936,0.0582010582010582,0.0291005291005291,0.3352229780801209,155.14285714285714,0.9874776386404294,0.012522361359570662,0.9874776386404294,0.4158866683531495,0.6043511257272958,0.7143941310397167,0.28560586896028334,0.04114490161001789,0.22127204703367184,0.4398148148148148,0.4398148148148148,0.4398148148148148,0,0.6956281011636465,0.10107334525939177,0.14311270125223613,0.05232558139534884,0.0907871198568873,0.7558139534883721,0.6059928443649374,0.14982110912343471,0,1530722,2837.876505335391
"Census Tract 1082.01, Cuyahoga County, Ohio",39035108201,1512,0.4503968253968254,0.5496031746031746,0.017857142857142856,0.11574074074074074,0.07738095238095238,0.207010582010582,0.1402116402116402,0.10648148148148148,0.05489417989417989,0.05291005291005291,0.041005291005291,0.1283068783068783,0.0582010582010582,0.5357142857142857,0.2996031746031746,0.011243386243386243,0.062169312169312166,0.09126984126984126,0.6018518518518519,0.20304232804232805,0.1078042328042328,0,0.04894179894179894,0.03835978835978836,33906,842,48400,0.239,0.6274,0.8194945848375451,6.211332269533327e-5,0.2804232804232804,0.044274809160305344,0.5529100529100529,0.455026455026455,0.91005291005291,0.02179379715004191,0.2196144174350377,0.22967309304274938,0.16932103939647947,0.12992455993294216,0.13327745180217937,0.1181894383906119,0,0.38139145012573344,8,0.7580025608194623,0.24199743918053776,0.7580025608194623,0.08134920634920635,0.2810846560846561,0.5456349206349206,0.45436507936507936,0.05121638924455826,0.10434782608695652,0.5445544554455446,0.4405940594059406,0.4405940594059406,0,0.5810596357884718,0.26504481434058896,0.16901408450704225,0.024327784891165175,0.1446862996158771,0.5659411011523687,0.44558258642765686,0.1203585147247119,0.014534883720930232,2073406,729.234891767459
"Census Tract 1083.01, Cuyahoga County, Ohio",39035108301,1547,0.5216548157724629,0.4783451842275372,0.057530704589528116,0.06270200387847447,0.20426632191338073,0.15061409179056237,0.11053652230122818,0.15126050420168066,0.1085972850678733,0.00904977375565611,0.03296703296703297,0.04718810601163542,0.06528765352294764,0.48739495798319327,0.10665804783451842,0.019392372333548805,0.14673561732385262,0.2398190045248869,0.21525533290239174,0.23335488041370395,0.3742727860374919,0.026502908855850032,0.09179056237879767,0.058823529411764705,25495,607,65e3,0.29600000000000004,0.4295,1.0905405405405406,2.716018534110477e-5,0.15449256625727215,0.038941954445260836,0.42857142857142855,0.48093083387201035,0.8312863606981254,0.08995215311004785,0.37799043062200954,0.23349282296650717,0.21722488038277513,0.10239234449760766,0.05263157894736842,0.005741626794258373,0.010526315789473684,0.17129186602870813,6.163346613545817,0.6449787835926449,0.355021216407355,0.6449787835926449,0.1195862960568843,0.36069812540400775,0.6612798965740142,0.3387201034259858,0.03536067892503536,0.07270693512304251,0.43010752688172044,0.2903225806451613,0.2903225806451613,0,0.746542403943826,0.2942008486562942,0.16407355021216408,0.0297029702970297,0.13437057991513437,0.5417256011315418,0.4766619519094767,0.06506364922206506,0.008639308855291577,1370770,1128.5627785842994
"Census Tract 1087.01, Cuyahoga County, Ohio",39035108701,4322,0.5640906987505785,0.43590930124942157,0.16080518278574735,0.3107357704766312,0.09185562239703841,0.17491901897269782,0.0967144840351689,0.05529847292919945,0.04673762147154095,0.008329477093937991,0.01943544655252198,0.02244331328088848,0.012725590004627488,0.8755205923183711,0.1031929662193429,0.00971772327626099,0.007866728366496992,0.0037019898195279964,0.026608051827857474,0.9298935677926886,0,0.0018509949097639982,0.015039333641832485,0.026608051827857474,9587,272,105600,0.27899999999999997,0.5329,1.2940552016985138,6.424091542447935e-6,0.06293382693197594,0.0223292469352014,0.12170291531698288,0.8005552984729292,0.8928736695974087,0.014308426073131956,0.32114467408585057,0.3343932167461579,0.2872284048754637,0.03656597774244833,0.018547959724430314,0,0.0021197668256491787,0.057233704292527825,24.839080459770116,0.8926588525601481,0.10734114743985194,0.8926588525601481,0.525852075121725,0.7393925341989335,0.9306747043821006,0.06932529561789938,0.19679210363972857,0.48055987558320373,0.9403647116806308,0.9403647116806308,0.905864958107442,0,0.13365236799509017,0.038864898210980874,0.5897594077729796,0.06724244293645898,0.5225169648365207,0.3713756940160395,0.3571869216533004,0.01418877236273905,0.025780189959294438,1456360,2967.672828146887
"Census Tract 1131.01, Cuyahoga County, Ohio",39035113101,702,0.5284900284900285,0.47150997150997154,0.05555555555555555,0.007122507122507123,0.05555555555555555,0.0584045584045584,0.03133903133903134,0.13247863247863248,0.09116809116809117,0.027065527065527065,0.0584045584045584,0.17663817663817663,0.30626780626780625,0.5655270655270656,0.3945868945868946,0.01566951566951567,0.004273504273504274,0.019943019943019943,0.1339031339031339,0.8504273504273504,0,0,0.01566951566951567,0,13469,379,26300,0.32,0.3668,1.120845921450151,1.2175225850439525e-4,0.5683760683760684,0.12006079027355623,0.2200392927308448,0.7819253438113949,0.862475442043222,0.0420032310177706,0.4394184168012924,0.3473344103392569,0.1890145395799677,0.017770597738287562,0.006462035541195477,0,0,0.024232633279483037,18.972972972972972,0.8997289972899729,0.1002710027100271,0.8997289972899729,0.25736738703339884,0.4656188605108055,0.8035363457760314,0.19646365422396855,0.12737127371273713,0.30864197530864196,1,1,0.8863636363636364,0,0.2585977386547188,0.056910569105691054,0.08401084010840108,0.01084010840108401,0.07317073170731707,0.8590785907859079,0.8292682926829268,0.02981029810298103,0,1779665,394.45626002646566
"Census Tract 1177, Cuyahoga County, Ohio",39035117700,4433,0.5226708775095872,0.4773291224904128,0.05256034288292353,0.1506880216557636,0.06857658470561696,0.08008120911346718,0.1303857432889691,0.15722986690728627,0.06993006993006994,0.04759756372659599,0.03722084367245657,0.10985788405143244,0.09587187006541845,0.7570494022106925,0.14933453643131062,0.002932551319648094,0.08278817956237311,0.007895330475975638,0.5073313782991202,0.4538687119332281,0.030904579291676067,0,0.007895330475975638,0,39508,848,86300,0.368,0.4505,1.0949905482041589,1.913341019604163e-5,0.29054816151590346,0.11070215175537938,0.6395321637426901,0.375906432748538,0.9045614035087719,0.012081784386617101,0.14312267657992564,0.2661090458488228,0.3187732342007435,0.11183395291201982,0.12577447335811648,0.012701363073110285,0.02168525402726146,0.271995043370508,3.5807754442649435,0.4110371075166508,0.5889628924833492,0.4110371075166508,0.044678362573099414,0.15766081871345028,0.4224561403508772,0.5775438596491228,0.03330161750713606,0.08513396715643906,0.4239733629300777,0.32075471698113206,0.3029966703662597,0,0.535600635656667,0.26403425309229306,0.24119885823025689,0.05518553758325404,0.18601332064700285,0.49476688867745006,0.450523311132255,0.044243577545195055,0.016044531761624098,1882486,2354.864790495122
